1418093133 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418414864 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418419699 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418425604 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418434226 4 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418491165 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418491230 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1418784680 7 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1419213024 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1422077147 9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1422668686 10 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423015997 11 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423018331 12 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423021475 12 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423021498 12 1 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423026259 12 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423027135 13 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423333111 14 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423605919 15 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1423607573 16 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424408744 17 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424836182 18 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424837732 19 1 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1424838081 19 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1425020566 20 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1425160613 21 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1425163803 22 1 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1425418125 22 1 0 2 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1425575809 22 1 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426170378 23 1 0 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426185737 23 1 0 4 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426195771 23 1 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426197141 24 1 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426197741 25 1 0 5 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426198861 25 1 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426280187 25 1 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426280366 25 1 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426301091 26 1 0 6 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426305395 26 1 0 6 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426305935 27 1 0 6 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426306070 27 1 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426306297 27 2 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426306536 27 3 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426311328 28 3 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426311397 29 3 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426311820 30 3 0 6 3 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426313354 30 4 0 6 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426354744 31 4 0 6 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426383677 32 4 0 6 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426388584 33 4 0 6 3 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426394567 34 4 0 6 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426395401 34 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426397331 35 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426400425 36 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426403004 37 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426404235 38 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426404307 39 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426404458 40 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426404520 41 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426407897 42 4 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426462684 42 5 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426539971 43 5 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426620361 43 6 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1426620402 43 7 0 6 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
